ANNO;ID_SEZIONE_CENSIMENTO_ISTAT;TOT_RESIDENTI;TOT_RESIDENTI_ITALIANI;TOT_RESIDENTI_STRANIERI
2019;794;78;-;-
2019;1167;<10;-;-
2019;709;34;-;-
2019;878;57;-;-
2019;896;<10;-;-
2019;1116;222;197;25
2019;1577;500;483;17
2019;636;12;-;-
2019;1117;83;-;-
2019;1545;365;335;30
2019;1140;220;192;28
2019;485;<10;-;-
2019;1605;138;119;19
2019;703;261;227;34
2019;1374;108;52;56
2019;1134;<10;-;-
2019;671;24;-;-
2019;1035;263;-;-
2019;315;245;167;78
2019;582;45;-;-
2019;643;325;302;23
2019;1393;198;154;44
2019;571;47;-;-
2019;917;111;-;-
2019;646;81;-;-
2019;813;120;-;-
2019;879;86;75;11
2019;1136;63;-;-
2019;954;472;377;95
2019;931;371;357;14
2019;1378;27;-;-
2019;886;14;-;-
2019;1501;462;434;28
2019;731;181;102;79
2019;1487;199;182;17
2019;985;98;-;-
2019;356;64;41;23
2019;504;247;-;-
2019;1160;117;-;-
2019;247;284;231;53
2019;317;89;71;18
2019;1394;12;-;-
2019;390;16;-;-
2019;1494;77;67;10
2019;1360;59;-;-
2019;536;387;270;117
2019;826;259;-;-
2019;403;73;-;-
2019;1259;<10;-;-
2019;155;160;48;112
2019;1599;<10;-;-
2019;856;188;161;27
2019;707;607;410;197
2019;230;180;155;25
2019;1257;<10;-;-
2019;791;108;81;27
2019;786;26;-;-
2019;1396;<10;-;-
2019;1224;19;-;-
2019;1343;43;-;-
2019;209;110;86;24
2019;1143;13;-;-
2019;750;327;290;37
2019;1541;35;-;-
2019;1069;19;-;-
2019;93;76;41;35
2019;250;23;-;-
2019;1063;<10;-;-
2019;210;233;208;25
2019;914;200;145;55
2019;1523;45;-;-
2019;229;246;189;57
2019;529;49;-;-
2019;1397;<10;-;-
2019;1358;101;76;25
2019;533;187;114;73
2019;807;310;289;21
2019;528;100;58;42
2019;1346;89;-;-
2019;1085;35;-;-
2019;463;83;-;-
2019;1643;81;-;-
2019;306;<10;-;-
2019;365;251;160;91
2019;1088;55;-;-
2019;1557;112;91;21
2019;615;188;134;54
2019;79;139;128;11
2019;441;16;-;-
2019;734;534;415;119
2019;1011;<10;-;-
2019;1034;69;-;-
2019;825;110;98;12
2019;484;68;52;16
2019;408;124;114;10
2019;941;127;112;15
2019;1617;61;-;-
2019;989;<10;-;-
2019;1321;194;137;57
2019;417;95;81;14
2019;590;118;-;-
2019;1482;<10;-;-
2019;473;298;249;49
2019;26;84;73;11
2019;302;108;90;18
2019;715;29;-;-
2019;865;336;271;65
2019;1601;21;-;-
2019;1046;14;-;-
2019;1327;54;-;-
2019;1264;<10;-;-
2019;284;<10;-;-
2019;7;20;-;-
2019;828;46;-;-
2019;1287;29;-;-
2019;213;21;-;-
2019;1223;<10;-;-
2019;1018;60;39;21
2019;125;19;-;-
2019;157;<10;-;-
2019;1020;41;-;-
2019;216;<10;-;-
2019;811;31;-;-
2019;687;229;182;47
2019;447;<10;-;-
2019;1629;<10;-;-
2019;404;22;-;-
2019;585;84;-;-
2019;179;25;-;-
2019;689;89;-;-
2019;202;<10;-;-
2019;48;21;-;-
2019;1462;25;-;-
2019;1477;51;-;-
2019;345;69;53;16
2019;1630;55;-;-
2019;595;128;-;-
2019;1342;40;20;20
2019;321;79;-;-
2019;181;13;-;-
2019;196;33;-;-
2019;432;16;-;-
2019;30;78;-;-
2019;1036;35;-;-
2019;100;32;-;-
2019;197;66;48;18
2019;288;<10;-;-
2019;1353;60;43;17
2019;1276;20;-;-
2019;972;19;-;-
2019;17;21;-;-
2019;338;30;-;-
2019;605;157;142;15
2019;396;123;102;21
2019;391;303;255;48
2019;392;57;46;11
2019;1300;<10;-;-
2019;1375;<10;-;-
2019;996;<10;-;-
2019;1237;<10;-;-
2019;747;102;82;20
2019;846;227;217;10
2019;152;598;145;453
2019;89;115;96;19
2019;413;148;130;18
2019;81;74;63;11
2019;166;17;-;-
2019;1097;51;-;-
2019;1645;56;43;13
2019;1113;16;-;-
2019;698;102;91;11
2019;1139;<10;-;-
2019;1504;56;-;-
2019;442;27;-;-
2019;1100;<10;-;-
2019;136;25;-;-
2019;1075;<10;-;-
2019;550;238;222;16
2019;761;41;-;-
2019;548;178;141;37
2019;769;195;153;42
2019;752;103;-;-
2019;948;20;-;-
2019;40;55;45;10
2019;753;95;-;-
2019;1000;<10;-;-
2019;774;<10;-;-
2019;1145;20;-;-
2019;438;29;-;-
2019;1216;<10;-;-
2019;283;<10;-;-
2019;1349;30;-;-
2019;1638;80;-;-
2019;423;35;-;-
2019;479;258;211;47
2019;67;116;94;22
2019;1106;<10;-;-
2019;458;52;-;-
2019;1153;<10;-;-
2019;1051;<10;-;-
2019;887;19;-;-
2019;1589;<10;-;-
2019;1056;<10;-;-
2019;793;10;-;-
2019;1230;<10;-;-
2019;27;<10;-;-
2019;923;996;866;130
2019;797;1008;993;15
2019;763;89;79;10
2019;626;196;-;-
2019;1271;116;106;10
2019;266;52;-;-
2019;913;388;301;87
2019;487;399;375;24
2019;1582;<10;-;-
2019;1225;<10;-;-
2019;660;110;-;-
2019;1576;225;197;28
2019;1163;33;-;-
2019;1322;154;117;37
2019;1040;76;-;-
2019;1348;1074;904;170
2019;1569;439;421;18
2019;1381;95;74;21
2019;1542;101;-;-
2019;364;255;184;71
2019;249;896;783;113
2019;627;157;-;-
2019;421;324;244;80
2019;832;405;-;-
2019;1083;38;-;-
2019;200;119;88;31
2019;1235;16;-;-
2019;1537;73;63;10
2019;569;298;-;-
2019;1108;65;46;19
2019;578;781;768;13
2019;858;72;-;-
2019;1402;<10;-;-
2019;829;420;-;-
2019;885;171;-;-
2019;897;66;-;-
2019;13;62;-;-
2019;544;341;291;50
2019;543;458;381;77
2019;633;14;-;-
2019;1049;53;-;-
2019;1183;21;-;-
2019;810;<10;-;-
2019;1526;351;-;-
2019;1411;129;112;17
2019;1172;<10;-;-
2019;1255;<10;-;-
2019;847;22;-;-
2019;833;89;-;-
2019;25;89;76;13
2019;482;226;204;22
2019;293;67;47;20
2019;412;349;-;-
2019;1355;125;98;27
2019;246;38;15;23
2019;608;143;130;13
2019;561;189;153;36
2019;411;98;-;-
2019;367;48;-;-
2019;351;148;99;49
2019;901;<10;-;-
2019;1238;<10;-;-
2019;819;231;212;19
2019;468;264;-;-
2019;1547;257;231;26
2019;1010;138;118;20
2019;792;211;201;10
2019;1274;128;109;19
2019;1316;45;-;-
2019;236;76;55;21
2019;666;14;-;-
2019;301;93;79;14
2019;296;298;179;119
2019;342;65;-;-
2019;625;56;32;24
2019;602;36;-;-
2019;388;615;525;90
2019;546;91;76;15
2019;269;209;124;85
2019;1147;90;-;-
2019;1309;230;-;-
2019;1266;157;140;17
2019;726;520;375;145
2019;1193;340;185;155
2019;52;41;29;12
2019;1448;<10;-;-
2019;265;51;-;-
2019;465;65;-;-
2019;1607;131;-;-
2019;1438;24;-;-
2019;1405;<10;-;-
2019;1345;57;44;13
2019;1115;155;133;22
2019;961;<10;-;-
2019;1421;<10;-;-
2019;45;51;-;-
2019;509;197;152;45
2019;132;74;57;17
2019;1483;<10;-;-
2019;1169;111;76;35
2019;117;288;191;97
2019;437;11;-;-
2019;916;133;74;59
2019;1401;<10;-;-
2019;675;64;-;-
2019;745;93;-;-
2019;204;198;173;25
2019;11;61;-;-
2019;119;28;-;-
2019;253;16;-;-
2019;1382;165;133;32
2019;1445;14;-;-
2019;765;446;401;45
2019;1204;53;43;10
2019;852;148;121;27
2019;1512;11;-;-
2019;35;68;-;-
2019;1610;<10;-;-
2019;1399;<10;-;-
2019;1154;56;35;21
2019;498;57;-;-
2019;552;13;-;-
2019;228;84;74;10
2019;876;27;-;-
2019;880;43;-;-
2019;1060;<10;-;-
2019;145;63;28;35
2019;668;69;42;27
2019;189;20;-;-
2019;6;14;-;-
2019;519;117;-;-
2019;190;35;24;11
2019;1220;139;108;31
2019;567;79;-;-
2019;31;87;71;16
2019;522;335;221;114
2019;313;269;165;104
2019;14;61;45;16
2019;658;87;-;-
2019;340;106;88;18
2019;323;142;99;43
2019;336;58;-;-
2019;1488;10;-;-
2019;566;66;-;-
2019;243;52;-;-
2019;330;71;39;32
2019;512;79;55;24
2019;695;322;235;87
2019;617;<10;-;-
2019;371;116;94;22
2019;123;32;-;-
2019;722;60;30;30
2019;890;22;-;-
2019;238;67;52;15
2019;1456;<10;-;-
2019;872;26;-;-
2019;1350;65;-;-
2019;1190;94;42;52
2019;18;10;-;-
2019;369;104;75;29
2019;962;<10;-;-
2019;376;403;280;123
2019;1418;<10;-;-
2019;1283;<10;-;-
2019;599;51;-;-
2019;1071;<10;-;-
2019;1430;<10;-;-
2019;44;144;95;49
2019;88;81;71;10
2019;861;139;103;36
2019;184;24;-;-
2019;331;170;129;41
2019;87;27;-;-
2019;147;164;106;58
2019;1434;<10;-;-
2019;163;27;-;-
2019;1319;32;-;-
2019;676;18;-;-
2019;723;71;57;14
2019;830;<10;-;-
2019;120;91;64;27
2019;446;<10;-;-
2019;827;<10;-;-
2019;112;125;94;31
2019;154;87;33;54
2019;719;<10;-;-
2019;768;<10;-;-
2019;762;51;-;-
2019;701;42;31;11
2019;944;78;68;10
2019;992;<10;-;-
2019;682;10;-;-
2019;997;<10;-;-
2019;474;75;62;13
2019;978;17;-;-
2019;835;<10;-;-
2019;377;69;29;40
2019;1517;<10;-;-
2019;1635;56;-;-
2019;808;67;-;-
2019;111;<10;-;-
2019;1152;<10;-;-
2019;121;38;-;-
2019;713;<10;-;-
2019;815;14;-;-
2019;959;19;-;-
2019;1363;<10;-;-
2019;383;37;-;-
2019;960;<10;-;-
2019;66;32;-;-
2019;1082;<10;-;-
2019;1041;<10;-;-
2019;389;<10;-;-
2019;1625;54;44;10
2019;1585;278;-;-
2019;1538;173;-;-
2019;1279;390;338;52
2019;642;173;-;-
2019;817;311;232;79
2019;1597;<10;-;-
2019;1080;110;-;-
2019;483;99;-;-
2019;481;89;79;10
2019;1048;170;-;-
2019;1043;48;-;-
2019;282;29;-;-
2019;1540;163;-;-
2019;651;365;-;-
2019;1356;99;-;-
2019;1543;89;-;-
2019;1559;111;-;-
2019;385;41;-;-
2019;242;1255;1087;168
2019;764;28;-;-
2019;1552;166;148;18
2019;806;312;293;19
2019;1189;957;627;330
2019;831;413;396;17
2019;929;13;-;-
2019;492;<10;-;-
2019;1344;12;-;-
2019;1377;209;157;52
2019;235;1857;1682;175
2019;986;273;205;68
2019;1500;291;207;84
2019;1532;56;-;-
2019;316;122;52;70
2019;285;387;305;82
2019;927;<10;-;-
2019;869;252;118;134
2019;1509;<10;-;-
2019;628;103;-;-
2019;857;137;-;-
2019;850;86;-;-
2019;1587;191;177;14
2019;1513;305;294;11
2019;475;157;118;39
2019;298;108;86;22
2019;110;44;21;23
2019;311;271;217;54
2019;502;70;-;-
2019;341;281;268;13
2019;259;<10;-;-
2019;424;33;22;11
2019;1536;78;-;-
2019;767;268;235;33
2019;490;344;300;44
2019;1528;233;-;-
2019;354;120;95;25
2019;834;52;-;-
2019;1551;126;-;-
2019;1285;51;-;-
2019;1005;<10;-;-
2019;1233;20;-;-
2019;706;141;129;12
2019;1156;217;200;17
2019;821;186;-;-
2019;352;110;94;16
2019;1386;<10;-;-
2019;968;<10;-;-
2019;1595;99;-;-
2019;864;345;287;58
2019;1265;21;-;-
2019;783;79;69;10
2019;645;95;-;-
2019;1012;15;-;-
2019;918;110;92;18
2019;816;46;-;-
2019;201;79;66;13
2019;1524;100;-;-
2019;655;37;-;-
2019;991;15;-;-
2019;736;509;402;107
2019;1505;180;155;25
2019;32;14;-;-
2019;1458;479;432;47
2019;843;271;261;10
2019;553;25;-;-
2019;1525;93;-;-
2019;277;174;-;-
2019;300;276;220;56
2019;1328;200;-;-
2019;940;105;93;12
2019;131;65;50;15
2019;1247;13;-;-
2019;919;43;-;-
2019;53;<10;-;-
2019;173;52;40;12
2019;1124;102;86;16
2019;1047;57;-;-
2019;1412;<10;-;-
2019;405;15;-;-
2019;1440;<10;-;-
2019;149;261;121;140
2019;746;71;58;13
2019;1507;41;18;23
2019;1444;13;-;-
2019;1227;<10;-;-
2019;1101;179;166;13
2019;1066;19;-;-
2019;1105;27;-;-
2019;859;13;-;-
2019;526;10;-;-
2019;516;61;-;-
2019;664;177;141;36
2019;1131;20;-;-
2019;261;13;-;-
2019;214;13;-;-
2019;319;175;152;23
2019;355;135;106;29
2019;400;31;-;-
2019;126;97;80;17
2019;1256;<10;-;-
2019;406;196;177;19
2019;350;93;69;24
2019;477;62;-;-
2019;514;36;-;-
2019;91;40;-;-
2019;1506;171;134;37
2019;1347;11;-;-
2019;263;77;-;-
2019;379;27;-;-
2019;1039;18;-;-
2019;1210;20;-;-
2019;517;64;-;-
2019;1340;11;-;-
2019;271;40;-;-
2019;256;27;-;-
2019;233;525;450;75
2019;225;<10;-;-
2019;1296;24;-;-
2019;1370;<10;-;-
2019;1229;<10;-;-
2019;650;252;-;-
2019;1299;<10;-;-
2019;1372;<10;-;-
2019;1142;<10;-;-
2019;803;115;104;11
2019;274;<10;-;-
2019;1334;79;-;-
2019;151;246;96;150
2019;630;31;-;-
2019;240;36;-;-
2019;1449;<10;-;-
2019;1103;115;-;-
2019;1314;39;-;-
2019;1176;126;86;40
2019;710;35;-;-
2019;478;13;-;-
2019;185;<10;-;-
2019;33;34;-;-
2019;1295;<10;-;-
2019;739;37;-;-
2019;443;51;-;-
2019;1148;<10;-;-
2019;1055;15;-;-
2019;823;84;-;-
2019;73;66;52;14
2019;1634;<10;-;-
2019;693;169;123;46
2019;802;32;-;-
2019;702;430;285;145
2019;766;19;-;-
2019;1028;<10;-;-
2019;1026;<10;-;-
2019;486;<10;-;-
2019;428;21;-;-
2019;600;<10;-;-
2019;1371;<10;-;-
2019;107;71;45;26
2019;1491;72;60;12
2019;450;79;-;-
2019;1017;<10;-;-
2019;360;103;69;34
2019;1307;<10;-;-
2019;347;81;52;29
2019;61;23;-;-
2019;501;38;-;-
2019;1611;<10;-;-
2019;898;118;97;21
2019;1074;<10;-;-
2019;775;<10;-;-
2019;1481;<10;-;-
2019;1024;<10;-;-
2019;1054;175;-;-
2019;1578;304;-;-
2019;460;32;-;-
2019;957;367;333;34
2019;1006;57;-;-
2019;109;328;202;126
2019;59;116;92;24
2019;1173;250;127;123
2019;1001;132;99;33
2019;1580;18;-;-
2019;1206;132;100;32
2019;1563;167;152;15
2019;1570;406;390;16
2019;1121;103;87;16
2019;798;128;-;-
2019;1102;<10;-;-
2019;1560;217;189;28
2019;717;<10;-;-
2019;629;151;-;-
2019;1566;190;-;-
2019;1;620;320;300
2019;508;514;428;86
2019;882;259;193;66
2019;1098;86;-;-
2019;1073;<10;-;-
2019;1138;16;-;-
2019;1544;57;-;-
2019;1423;537;488;49
2019;260;12;-;-
2019;1390;27;-;-
2019;824;24;-;-
2019;622;<10;-;-
2019;1222;55;42;13
2019;624;302;279;23
2019;1158;12;-;-
2019;1195;138;102;36
2019;836;94;-;-
2019;854;372;344;28
2019;1312;11;-;-
2019;113;28;-;-
2019;1389;120;-;-
2019;494;189;151;38
2019;1135;69;54;15
2019;186;20;-;-
2019;685;96;85;11
2019;1590;428;278;150
2019;971;<10;-;-
2019;801;79;69;10
2019;500;107;96;11
2019;845;<10;-;-
2019;1568;168;-;-
2019;1261;152;113;39
2019;863;603;482;121
2019;1546;208;197;11
2019;564;252;226;26
2019;1619;73;-;-
2019;124;138;117;21
2019;456;<10;-;-
2019;276;104;90;14
2019;387;56;-;-
2019;738;283;220;63
2019;292;11;-;-
2019;467;21;-;-
2019;407;164;149;15
2019;1476;<10;-;-
2019;344;53;41;12
2019;603;38;27;11
2019;639;128;112;16
2019;141;220;173;47
2019;1612;22;-;-
2019;574;91;-;-
2019;329;158;107;51
2019;789;28;15;13
2019;1385;110;-;-
2019;334;254;162;92
2019;74;65;53;12
2019;1022;41;-;-
2019;1368;<10;-;-
2019;1292;<10;-;-
2019;455;97;75;22
2019;1002;476;429;47
2019;541;32;-;-
2019;312;77;-;-
2019;1275;67;-;-
2019;609;34;-;-
2019;1420;<10;-;-
2019;1268;55;-;-
2019;1598;48;-;-
2019;673;38;-;-
2019;1331;<10;-;-
2019;1021;<10;-;-
2019;58;65;51;14
2019;732;126;100;26
2019;1644;27;-;-
2019;1209;114;40;74
2019;1520;86;-;-
2019;1335;277;231;46
2019;965;59;-;-
2019;551;219;190;29
2019;1052;91;-;-
2019;1490;106;-;-
2019;1029;32;-;-
2019;1077;70;60;10
2019;346;58;-;-
2019;310;217;196;21
2019;1603;246;225;21
2019;951;29;-;-
2019;1170;38;-;-
2019;1092;63;48;15
2019;459;186;-;-
2019;1037;21;-;-
2019;518;101;81;20
2019;648;99;-;-
2019;1600;36;-;-
2019;203;<10;-;-
2019;43;44;-;-
2019;38;<10;-;-
2019;37;<10;-;-
2019;320;75;60;15
2019;49;63;52;11
2019;332;84;61;23
2019;50;85;52;33
2019;324;73;-;-
2019;714;<10;-;-
2019;684;173;146;27
2019;1352;55;-;-
2019;287;96;-;-
2019;19;<10;-;-
2019;95;71;60;11
2019;669;<10;-;-
2019;195;58;32;26
2019;15;17;-;-
2019;257;<10;-;-
2019;1031;<10;-;-
2019;1280;<10;-;-
2019;950;12;-;-
2019;1004;<10;-;-
2019;393;68;51;17
2019;375;<10;-;-
2019;368;39;25;14
2019;596;31;-;-
2019;908;46;-;-
2019;1465;11;-;-
2019;871;10;-;-
2019;427;19;-;-
2019;1289;<10;-;-
2019;839;<10;-;-
2019;737;106;86;20
2019;146;146;118;28
2019;85;48;-;-
2019;1186;30;-;-
2019;1533;<10;-;-
2019;122;78;58;20
2019;1313;89;46;43
2019;842;322;282;40
2019;851;60;-;-
2019;1631;<10;-;-
2019;867;<10;-;-
2019;164;<10;-;-
2019;165;<10;-;-
2019;770;38;28;10
2019;1059;<10;-;-
2019;1118;<10;-;-
2019;101;237;193;44
2019;742;125;114;11
2019;782;<10;-;-
2019;799;61;-;-
2019;1110;<10;-;-
2019;1407;<10;-;-
2019;619;55;-;-
2019;493;32;22;10
2019;1303;<10;-;-
2019;1637;11;-;-
2019;63;54;-;-
2019;422;<10;-;-
2019;361;73;-;-
2019;182;21;-;-
2019;1045;<10;-;-
2019;993;<10;-;-
2019;773;<10;-;-
2019;168;56;43;13
2019;1550;235;219;16
2019;1366;419;406;13
2019;1561;544;453;91
2019;103;110;89;21
2019;1244;339;237;102
2019;926;49;35;14
2019;418;1293;1095;198
2019;1579;166;-;-
2019;128;47;-;-
2019;78;149;135;14
2019;1095;36;25;11
2019;1535;361;313;48
2019;1530;95;85;10
2019;191;25;10;15
2019;1646;57;-;-
2019;1260;33;22;11
2019;772;908;888;20
2019;1308;88;66;22
2019;1499;14;-;-
2019;237;280;162;118
2019;900;87;19;68
2019;1197;67;53;14
2019;1502;303;136;167
2019;704;638;550;88
2019;1184;52;-;-
2019;1194;178;149;29
2019;946;34;-;-
2019;505;22;-;-
2019;150;165;31;134
2019;503;171;-;-
2019;248;94;67;27
2019;1495;34;-;-
2019;1567;158;145;13
2019;562;89;-;-
2019;1367;131;117;14
2019;758;364;345;19
2019;220;378;289;89
2019;1125;31;-;-
2019;5;31;-;-
2019;577;100;-;-
2019;1065;12;-;-
2019;1062;31;-;-
2019;1064;21;-;-
2019;930;34;24;10
2019;231;276;230;46
2019;1302;387;330;57
2019;362;117;96;21
2019;232;898;753;145
2019;401;44;-;-
2019;363;53;-;-
2019;281;484;431;53
2019;264;656;478;178
2019;1604;95;-;-
2019;1114;<10;-;-
2019;1099;13;-;-
2019;156;116;58;58
2019;234;1065;929;136
2019;1453;20;-;-
2019;632;102;92;10
2019;928;43;15;28
2019;1030;24;-;-
2019;1109;15;-;-
2019;964;39;-;-
2019;452;189;-;-
2019;1564;87;-;-
2019;359;174;126;48
2019;547;194;174;20
2019;728;50;-;-
2019;1087;214;197;17
2019;594;31;-;-
2019;380;294;-;-
2019;902;1334;331;1003
2019;279;<10;-;-
2019;525;77;48;29
2019;662;29;-;-
2019;1518;25;-;-
2019;206;186;158;28
2019;1202;99;-;-
2019;534;48;-;-
2019;593;65;-;-
2019;672;59;36;23
2019;678;52;-;-
2019;705;126;-;-
2019;76;40;-;-
2019;448;81;-;-
2019;670;35;-;-
2019;1094;30;-;-
2019;841;95;-;-
2019;1248;21;11;10
2019;894;28;-;-
2019;708;<10;-;-
2019;1508;<10;-;-
2019;1236;<10;-;-
2019;255;219;163;56
2019;205;112;99;13
2019;1470;43;-;-
2019;1384;<10;-;-
2019;1436;<10;-;-
2019;862;42;25;17
2019;142;19;-;-
2019;254;117;-;-
2019;1025;64;-;-
2019;72;69;59;10
2019;47;101;71;30
2019;429;20;-;-
2019;1213;15;-;-
2019;1596;26;-;-
2019;1376;<10;-;-
2019;744;67;55;12
2019;680;74;42;32
2019;62;<10;-;-
2019;520;138;105;33
2019;226;<10;-;-
2019;308;267;223;44
2019;51;104;79;25
2019;245;<10;-;-
2019;1218;340;269;71
2019;21;<10;-;-
2019;98;47;-;-
2019;1463;10;-;-
2019;690;27;-;-
2019;729;15;-;-
2019;1592;127;98;29
2019;909;83;-;-
2019;353;32;-;-
2019;521;103;86;17
2019;1628;<10;-;-
2019;192;<10;-;-
2019;870;37;19;18
2019;524;154;91;63
2019;1351;75;65;10
2019;218;11;-;-
2019;889;20;-;-
2019;1042;<10;-;-
2019;560;42;-;-
2019;721;54;-;-
2019;1633;13;-;-
2019;1203;110;52;58
2019;573;42;-;-
2019;572;19;-;-
2019;1240;<10;-;-
2019;905;23;-;-
2019;305;390;256;134
2019;399;27;-;-
2019;1467;22;-;-
2019;54;36;-;-
2019;41;<10;-;-
2019;1196;122;78;44
2019;1441;<10;-;-
2019;1298;<10;-;-
2019;740;189;175;14
2019;1288;<10;-;-
2019;1211;147;46;101
2019;881;108;-;-
2019;820;<10;-;-
2019;877;55;-;-
2019;297;28;-;-
2019;716;45;-;-
2019;139;72;58;14
2019;718;<10;-;-
2019;1315;79;46;33
2019;137;41;26;15
2019;1317;<10;-;-
2019;1485;235;-;-
2019;439;17;-;-
2019;440;<10;-;-
2019;1137;14;-;-
2019;1330;<10;-;-
2019;988;82;59;23
2019;751;97;82;15
2019;771;79;-;-
2019;776;<10;-;-
2019;462;11;-;-
2019;68;59;41;18
2019;327;32;-;-
2019;130;<10;-;-
2019;449;37;-;-
2019;1067;10;-;-
2019;382;108;98;10
2019;1581;<10;-;-
2019;1198;<10;-;-
2019;65;14;-;-
2019;984;18;-;-
2019;635;<10;-;-
2019;461;<10;-;-
2019;853;<10;-;-
2019;1044;26;-;-
2019;172;91;69;22
2019;1068;13;-;-
2019;647;21;-;-
2019;805;137;-;-
2019;1573;379;367;12
2019;1267;173;160;13
2019;681;33;22;11
2019;1571;384;-;-
2019;866;472;365;107
2019;1111;39;-;-
2019;57;17;-;-
