COD_REGIONALE,STATO,PROVINCIA,COMUNE,ENTE_RESPONSABILE_PROCEDIMENTO,CODICE_NAZIONALE_SIN,ETRS89_32N_LON,ETRS89_32N_LAT
080370361,Certificato,BOLOGNA,MARZABOTTO,ARPAE/SAC Bologna,,"676102,19820500002","4911569,3953900002"
080370062,Attivata la bonifica,BOLOGNA,BOLOGNA,Comune di Bologna,,687452,4931573
080370421,Non contaminato,BOLOGNA,MONTE SAN PIETRO,ARPAE/SAC Bologna,,"672583,71335199999","4919919,20426"
0803402728,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,"605895,26754699997","4961987,4739600001"
080370461,Attivata la bonifica,BOLOGNA,OZZANO DELL'EMILIA,ARPAE/SAC Bologna,,"699100,16670900001","4925453,1208199998"
080990148,Certificato,RIMINI,RIMINI,COMUNE DI RIMINI,,787845,4882710
0809901410,Certificato,RIMINI,RIMINI,ARPAE/SAC Rimini,,786150,4884319
080990146,Non contaminato,RIMINI,RIMINI,COMUNE DI RIMINI,,780481,4881906
0809901413,Non contaminato,RIMINI,RIMINI,ARPAE/SAC Rimini,,786212,4885156
080990161,Certificato,RIMINI,SAN CLEMENTE,ARPAE/SAC Rimini,,793073,4870467
080990147,Non contaminato,RIMINI,RIMINI,COMUNE DI RIMINI,,786002,4885931
080990144,Certificato,RIMINI,RIMINI,COMUNE DI RIMINI,,781700,4887587
080990149,Non contaminato,RIMINI,RIMINI,COMUNE DI RIMINI,,783521,4885960
080990181,Certificato,RIMINI,SANTARCANGELO DI ROMAGNA,ARPAE/SAC Rimini,,"777575,17179699999","4885168,96796"
080330371,Certificato,PIACENZA,PONTENURE,ARPAE/SAC Piacenza,,564246,4983680
0803602311,Certificato,MODENA,MODENA,Comune di Modena,,654332,4946428
080330324,Attivata la bonifica,PIACENZA,PIACENZA,COMUNE DI PIACENZA,,554388,4990018
0803800815,Attivata la bonifica,FERRARA,FERRARA,ARPAE/SAC Ferrara,,705847,4967637
0803800843,Attivata la bonifica,FERRARA,FERRARA,Comune di Ferrara,,703589,4963978
080360033,Attivata la bonifica,MODENA,CAMPOGALLIANO,ARPAE/SAC Modena,,646491,4951743
080330354,Certificato,PIACENZA,PODENZANO,ARPAE/SAC Piacenza,,555954,4979140
080400071,Potenzialmente contaminato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,758837,4887270
080400161,Certificato,FORLI' - CESENA,GATTEO,ARPAE/SAC Forlì-Cesena,,770850,4892217
080330186,Certificato,PIACENZA,CORTEMAGGIORE,ARPAE/SAC Piacenza,,572500,4982613
080330291,Non contaminato,PIACENZA,NIBBIANO,ARPAE/SAC Piacenza,,530092,4976476
080330189,Certificato,PIACENZA,CORTEMAGGIORE,ARPAE/SAC Piacenza,,573123,4982472
080330038,Certificato,PIACENZA,BESENZONE,ARPAE/SAC Piacenza,,579588,4982362
080400082,Attivata la bonifica,FORLI' - CESENA,CESENATICO,ARPAE/SAC Forlì-Cesena,,770960,4899255
080360238,Contaminato,MODENA,MODENA,ARPAE/SAC Modena,,"650292,91349499999","4947602,3062199997"
080360271,Contaminato,MODENA,NONANTOLA,ARPAE/SAC Modena,,659929,4949600
0803602337,Certificato,MODENA,MODENA,Comune di Modena,,653744,4945856
080330181,Attivata la bonifica,PIACENZA,CORTEMAGGIORE,ARPAE/SAC Piacenza,,574655,4983578
080330183,Attivata la bonifica,PIACENZA,CORTEMAGGIORE,ARPAE/SAC Piacenza,,574708,4983551
080330071,Potenzialmente contaminato,PIACENZA,CADEO,ARPAE/SAC Piacenza,,567024,4979560
080360273,Certificato,MODENA,NONANTOLA,ARPAE/SAC Modena,,"659442,99678299995","4948733,4239299996"
080360401,Potenzialmente contaminato,MODENA,SASSUOLO,Comune di Sassuolo,,643258,4936197
080400461,Attivata la bonifica,FORLI' - CESENA,SOGLIANO AL RUBICONE,ARPAE/SAC Forlì-Cesena,,757007,4878297
080360084,Certificato,MODENA,CASTELVETRO DI MODENA,COMUNE DI CASTELVETRO DI MODENA,,651212,4932668
080360083,Attivata la bonifica,MODENA,CASTELVETRO DI MODENA,COMUNE DI CASTELVETRO DI MODENA,,"651220,22673800006","4932768,4735399997"
080360151,Certificato,MODENA,FORMIGINE,Regione Emilia Romagna,,651071,4934000
080360081,Monitoraggio bonifica,MODENA,CASTELVETRO DI MODENA,COMUNE DI CASTELVETRO DI MODENA,,655582,4933619
080330214,Certificato,PIACENZA,FIORENZUOLA D'ARDA,ARPAE/SAC Piacenza,,571426,4979079
080330213,Attivata la bonifica,PIACENZA,FIORENZUOLA D'ARDA,ARPAE/SAC Piacenza,,571367,4979299
080330185,Certificato,PIACENZA,CORTEMAGGIORE,ARPAE/SAC Piacenza,,575024,4982545
080330037,Certificato,PIACENZA,BESENZONE,ARPAE/SAC Piacenza,,574823,4982034
080330036,Certificato,PIACENZA,BESENZONE,ARPAE/SAC Piacenza,,580385,4982095
080390021,Bonificato,RAVENNA,BAGNACAVALLO,ARPAE/SAC Ravenna,,740036,4921859
080390127,Certificato,RAVENNA,LUGO,Provincia di Ravenna - Settore ambiente e suolo,,731039,4921414
080390081,Attivata la bonifica,RAVENNA,CONSELICE,ARPAE/SAC Ravenna,,724993,4932901
080390012,Certificato,RAVENNA,ALFONSINE,ARPAE/SAC Ravenna,,741682,4932970
080390126,Certificato,RAVENNA,LUGO,ARPAE/SAC Ravenna,,730449,4932766
080390112,Certificato,RAVENNA,FUSIGNANO,ARPAE/SAC Ravenna,,735042,4928281
080390106,Certificato,RAVENNA,FAENZA,ARPAE/SAC Ravenna,,731600,4906842
0803402749,Attivata la bonifica,PARMA,PARMA,COMUNE DI PARMA,,609058,4964525
080340181,Certificato,PARMA,LANGHIRANO,ARPAE/SAC Parma,,602134,4948872
0803402748,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,608969,4964729
080990132,Non contaminato,RIMINI,RICCIONE,ARPAE/SAC Rimini,,793402,4877840
0803402761,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,"603908,58945099998","4962008,2494299999"
0803402752,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,606848,4961042
0803402762,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,"606951,32537500001","4960986,6829199996"
0803402764,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,"605435,52696599998","4963826,0768799996"
0803402746,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,"606731,54563099996","4954762,7292600004"
0803402758,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,"605922,67716299999","4948451,9088399997"
080340311,Da monitorare,PARMA,SALA BAGANZA,ARPAE/SAC Parma,,"597176,30226599996","4952941,4109500004"
080340373,Certificato,PARMA,SORBOLO,ARPAE/SAC Parma,,613977,4966659
080380252,Certificato,FERRARA,GORO,ARPAE/SAC Ferrara,,760607,4971791
080380035,Attivata la bonifica,FERRARA,BONDENO,ARPAE/SAC Ferrara,,690471,4973275
080370221,Attivata la bonifica,BOLOGNA,CASTIGLIONE DEI PEPOLI,ARPAE/SAC Bologna,,678621,4887301
0803901020,Certificato,RAVENNA,FAENZA,ARPAE/SAC Ravenna,,730250,4908806
080350332,Attivata la bonifica,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,630491,4950883
0803800822,Attivata la bonifica,FERRARA,FERRARA,Comune di Ferrara,,706314,4967780
080360408,Da monitorare,MODENA,SASSUOLO,ARPAE/SAC Modena,,642241,4936752
0803800864,Certificato,FERRARA,FERRARA,Comune di Ferrara,,708961,4956737
0803800862,Certificato,FERRARA,FERRARA,Comune di Ferrara,,708163,4966601
0803800810,Attivata la bonifica,FERRARA,FERRARA,ARPAE/SAC Ferrara,,706189,4965958
080350272,Non contaminato,REGGIO NELL'EMILIA,MONTECCHIO EMILIA,ARPAE/SAC Reggio -Emilia,,"613719,29000000004","4948825,2999999998"
080380152,Certificato,FERRARA,MIGLIARINO,ARPAE/SAC Ferrara,,"731851,73055900005","4961384,17313"
080350303,Potenzialmente contaminato,REGGIO NELL'EMILIA,QUATTRO CASTELLA,ARPAE/SAC Reggio -Emilia,,616129,4943306
080350011,Potenzialmente contaminato,REGGIO NELL'EMILIA,ALBINEA,ARPAE/SAC Reggio -Emilia,,628701,4943650
080380192,Certificato,FERRARA,PORTOMAGGIORE,ARPAE/SAC Ferrara,,721865,4953823
080350022,Contaminato,REGGIO NELL'EMILIA,BAGNOLO IN PIANO,ARPAE/SAC Reggio -Emilia,,635251,4959882
080390141,Monitoraggio bonifica,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,757215,4927351
080380046,Certificato,FERRARA,CENTO,ARPAE/SAC Ferrara,,680632,4954504
080380061,Monitoraggio bonifica,FERRARA,COMACCHIO,ARPAE/SAC Ferrara,,753383,4960042
08039014107,Attivata la bonifica,RAVENNA,RAVENNA,Comune di Ravenna,,757890,4927908
080380068,Certificato,FERRARA,COMACCHIO,ARPAE/SAC Ferrara,,752428,4953958
0803800830,Monitoraggio bonifica,FERRARA,FERRARA,Comune di Ferrara,,705089,4970510
0803800823,Attivata la bonifica,FERRARA,FERRARA,Comune di Ferrara,,705520,4971021
0803800824,Da monitorare,FERRARA,FERRARA,Comune di Ferrara,,705089,4970510
080350242,Non contaminato,REGGIO NELL'EMILIA,GUASTALLA,ARPAE/SAC Reggio -Emilia,,630698,4972539
080370534,Certificato,BOLOGNA,SAN GIOVANNI IN PERSICETO,ARPAE/SAC Bologna,,673747,4944576
080400454,Non contaminato,FORLI' - CESENA,SAVIGNANO SUL RUBICONE,ARPAE/SAC Forlì-Cesena,,"773654,585815","4887179,7729000002"
080340431,Non contaminato,PARMA,TRECASALI,ARPAE/SAC Parma,,599843,4976891
080400011,Potenzialmente contaminato,FORLI' - CESENA,BAGNO DI ROMAGNA,ARPAE/SAC Forlì-Cesena,,742941,4863442
0803402734,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,605235,4962872
0803402733,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,604668,4959425
0803402729,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,608208,4960403
0803700657,Contaminato,BOLOGNA,BOLOGNA,Comune di Bologna,,685880,4929433
0803700685,Certificato,BOLOGNA,BOLOGNA,Comune di Bologna,,"690907,10620000004","4928666,1661999999"
0803700670,Certificato,BOLOGNA,BOLOGNA,Comune di Bologna,,"688546,93946300005","4925688,9375200002"
08037006102,Non contaminato,BOLOGNA,BOLOGNA,Comune di Bologna,,683760,4929374
0803700684,Certificato,BOLOGNA,BOLOGNA,Comune di Bologna,,"688032,19330000004","4933685,6809999999"
0803700675,Certificato,BOLOGNA,BOLOGNA,Comune di Bologna,,"687163,00194700004","4934932,4705800004"
0803700678,Certificato,BOLOGNA,BOLOGNA,Comune di Bologna,,686702,4930294
08037006101,Certificato,BOLOGNA,BOLOGNA,Comune di Bologna,,"689622,34878500004","4929413,3370599998"
080370601,Potenzialmente contaminato,BOLOGNA,ZOLA PREDOSA,ARPAE/SAC Bologna,,677631,4930462
080370604,Certificato,BOLOGNA,ZOLA PREDOSA,ARPAE/SAC Bologna,,"674138,78520000004","4929979,2164899996"
080370603,Contaminato,BOLOGNA,ZOLA PREDOSA,ARPAE/SAC Bologna,,"676104,88112799998","4931875,2479900001"
080370602,Contaminato,BOLOGNA,ZOLA PREDOSA,ARPAE/SAC Bologna,,675895,4931963
080370605,Non contaminato,BOLOGNA,ZOLA PREDOSA,ARPAE/SAC Bologna,,677033,4928434
080370116,Attivata la bonifica,BOLOGNA,CASALECCHIO DI RENO,ARPAE/SAC Bologna,,681285,4924950
080370117,Potenzialmente contaminato,BOLOGNA,CASALECCHIO DI RENO,ARPAE/SAC Bologna,,681467,4925136
080370093,Certificato,BOLOGNA,CALDERARA DI RENO,ARPAE/SAC Bologna,,681305,4936169
080370096,Non contaminato,BOLOGNA,CALDERARA DI RENO,ARPAE/SAC Bologna,,681888,4935293
0803700697,Certificato,BOLOGNA,BOLOGNA,Comune di Bologna,,"686636,47277999995","4932372,7537000002"
0803700698,Certificato,BOLOGNA,BOLOGNA,Comune di Bologna,,685599,4928760
080370068,Attivata la bonifica,BOLOGNA,BOLOGNA,Comune di Bologna,,686084,4928575
080370061,Attivata la bonifica,BOLOGNA,BOLOGNA,Comune di Bologna,,"684070,06857999996","4929853,8667299999"
0803700681,Certificato,BOLOGNA,BOLOGNA,Comune di Bologna,,"685511,28509999998","4933106,5927999998"
0803700699,Non contaminato,BOLOGNA,BOLOGNA,Comune di Bologna,,688317,4928563
080370301,Attivata la bonifica,BOLOGNA,GRANAROLO DELL'EMILIA,ARPAE/SAC Bologna,,692101,4934014
0803700651,Certificato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,685539,4930414
0803700680,Certificato,BOLOGNA,BOLOGNA,Comune di Bologna,,"682487,06440000003","4929691,608"
0803700612,Attivata la bonifica,BOLOGNA,BOLOGNA,Comune di Bologna,,687436,4928959
0803700624,Da monitorare,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,686479,4930855
0803700674,Non contaminato,BOLOGNA,BOLOGNA,Comune di Bologna,,687467,4928684
0803700676,Certificato,BOLOGNA,BOLOGNA,Comune di Bologna,,"681389,04660899995","4931226,1557"
0803700611,Contaminato,BOLOGNA,BOLOGNA,Comune di Bologna,,683602,4933229
080350041,Non contaminato,REGGIO NELL'EMILIA,BIBBIANO,ARPAE/SAC Reggio -Emilia,,616532,4946359
0803303211,Certificato,PIACENZA,PIACENZA,COMUNE DI PIACENZA,,555378,4987919
0803303213,Certificato,PIACENZA,PIACENZA,COMUNE DI PIACENZA,,553772,4988150
0803303221,Certificato,PIACENZA,PIACENZA,ARPAE/SAC Piacenza,,557439,4988200
0803303219,Non contaminato,PIACENZA,PIACENZA,ARPAE/SAC Piacenza,,554733,4987895
0803303216,Certificato,PIACENZA,PIACENZA,COMUNE DI PIACENZA,,555442,4988247
080340148,Non contaminato,PARMA,FIDENZA,ARPAE/SAC Parma,,583335,4968564
080330051,Non contaminato,PIACENZA,BOBBIO,ARPAE/SAC Piacenza,,530523,4957383
080330161,Potenzialmente contaminato,PIACENZA,COLI,ARPAE/SAC Piacenza,,534572,4954121
0803303215,Certificato,PIACENZA,PIACENZA,COMUNE DI PIACENZA,,555947,4988918
080330353,Certificato,PIACENZA,PODENZANO,ARPAE/SAC Piacenza,,553502,4977088
0803800863,Certificato,FERRARA,FERRARA,Comune di Ferrara,,705593,4969189
080360306,Certificato,MODENA,PAVULLO NEL FRIGNANO,ARPAE/SAC Modena,,"647334,73398699996","4910364,9523200002"
080330035,Certificato,PIACENZA,BESENZONE,ARPAE/SAC Piacenza,,575549,4983266
0803300312,Certificato,PIACENZA,BESENZONE,ARPAE/SAC Piacenza,,578671,4983126
0803300310,Non contaminato,PIACENZA,BESENZONE,ARPAE/SAC Piacenza,,578783,4982670
0803300311,Certificato,PIACENZA,BESENZONE,ARPAE/SAC Piacenza,,578790,4982088
080330034,Non contaminato,PIACENZA,BESENZONE,ARPAE/SAC Piacenza,,578897,4981998
0803800831,Attivata la bonifica,FERRARA,FERRARA,Comune di Ferrara,,705464,4969329
080380043,Attivata la bonifica,FERRARA,CENTO,ARPAE/SAC Ferrara,,681610,4956370
080380041,Certificato,FERRARA,CENTO,ARPAE/SAC Ferrara,,681767,4955473
080330033,Attivata la bonifica,PIACENZA,BESENZONE,ARPAE/SAC Piacenza,,579766,4982377
080380067,Potenzialmente contaminato,FERRARA,COMACCHIO,ARPAE/SAC Ferrara,,"755414,00905899995","4952904,7209400004"
080380016,Certificato,FERRARA,ARGENTA,ARPAE/SAC Ferrara,,"727910,62298700004","4940489,2172900001"
080350333,Contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,629708,4950220
080340252,Attivata la bonifica,PARMA,NOCETO,ARPAE/SAC Parma,,593621,4962590
0803402738,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,601746,4962666
080370302,Non contaminato,BOLOGNA,GRANAROLO DELL'EMILIA,ARPAE/SAC Bologna,,692198,4933974
0803402740,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,604624,4962006
080340276,Attivata la bonifica,PARMA,PARMA,ARPAE/SAC Parma,,603853,4961870
080370322,Attivata la bonifica,BOLOGNA,IMOLA,ARPAE/SAC Bologna,,717001,4915499
0803703211,Non contaminato,BOLOGNA,IMOLA,ARPAE/SAC Bologna,,717933,4918643
080380083,Certificato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,705019,4965377
0803800829,Attivata la bonifica,FERRARA,FERRARA,Comune di Ferrara,,705089,4970510
080380047,Certificato,FERRARA,CENTO,ARPAE/SAC Ferrara,,681875,4957179
0803800414,Certificato,FERRARA,CENTO,ARPAE/SAC Ferrara,,"678993,47941000003","4954670,7246899996"
0803700621,Potenzialmente contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,689741,4927843
080370094,Non contaminato,BOLOGNA,CALDERARA DI RENO,ARPAE/SAC Bologna,,682437,4935038
080370544,Non contaminato,BOLOGNA,SAN LAZZARO DI SAVENA,ARPAE/SAC Bologna,,692365,4927484
080370304,Potenzialmente contaminato,BOLOGNA,GRANAROLO DELL'EMILIA,ARPAE/SAC Bologna,,690089,4935114
080360121,Monitoraggio bonifica,MODENA,FINALE EMILIA,ARPAE/SAC Modena,,677694,4966739
080360053,Certificato,MODENA,CARPI,ARPAE/SAC Modena,,648043,4959986
080360055,Attivata la bonifica,MODENA,CARPI,ARPAE/SAC Modena,,646393,4958959
080360052,Attivata la bonifica,MODENA,CARPI,ARPAE/SAC Modena,,648016,4959994
080360288,Certificato,MODENA,NOVI DI MODENA,ARPAE/SAC Modena,,653354,4972142
080360103,Certificato,MODENA,CONCORDIA SULLA SECCHIA,ARPAE/SAC Modena,,656693,4975463
0804001223,Certificato,FORLI' - CESENA,FORLI',COMUNE DI FORLI',,743503,4901387
0804001221,Certificato,FORLI' - CESENA,FORLI',COMUNE DI FORLI',,743467,4901329
0803402721,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,605101,4962591
0803700617,Attivata la bonifica,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,685883,4930682
0803402727,Contaminato,PARMA,PARMA,ARPAE/SAC Parma,,604362,4962523
080340152,Non contaminato,PARMA,FONTANELLATO,ARPAE/SAC Parma,,592988,4970291
080370214,Non contaminato,BOLOGNA,CASTENASO,ARPAE/SAC Bologna,,693478,4930565
080340173,Non contaminato,PARMA,FORNOVO DI TARO,ARPAE/SAC Parma,,587291,4949225
080390181,Non contaminato,RAVENNA,SOLAROLO,ARPAE/SAC Ravenna,,726998,4913790
080390109,Non contaminato,RAVENNA,FAENZA,Provincia di Ravenna - Settore ambiente e suolo,,730950,4907452
0803700656,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,687705,4932248
0803901021,Certificato,RAVENNA,FAENZA,Provincia di Ravenna - Settore ambiente e suolo,,728800,4909381
080390073,Non contaminato,RAVENNA,CERVIA,ARPAE/SAC Ravenna,,765959,4906295
080390077,Certificato,RAVENNA,CERVIA,ARPAE/SAC Ravenna,,763624,4910111
080390071,Certificato,RAVENNA,CERVIA,ARPAE/SAC Ravenna,,760451,4906095
0803901416,Certificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,753675,4923655
0803901430,Attivata la bonifica,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,760847,4931732
0803901495,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,754294,4926211
0803901437,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,755645,4923170
0803901487,Certificato,RAVENNA,RAVENNA,Provincia di Ravenna - Settore ambiente e suolo,,757460,4925895
0803901439,Certificato,RAVENNA,RAVENNA,Provincia di Ravenna - Settore ambiente e suolo,,745439,4927981
080390147,Da monitorare,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,757016,4924332
0803901425,Certificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,754728,4929860
0803901471,Certificato,RAVENNA,RAVENNA,Comune di Ravenna,,753931,4919956
080370541,Contaminato,BOLOGNA,SAN LAZZARO DI SAVENA,ARPAE/SAC Bologna,,692941,4928445
0803700645,Attivata la bonifica,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,689755,4929400
080370113,Attivata la bonifica,BOLOGNA,CASALECCHIO DI RENO,ARPAE/SAC Bologna,,"681858,96833499998","4928298,7587000001"
080340201,Certificato,PARMA,MEDESANO,ARPAE/SAC Parma,,591969,4955193
080340174,Certificato,PARMA,FORNOVO DI TARO,ARPAE/SAC Parma,,587529,4949924
080360301,Certificato,MODENA,PAVULLO NEL FRIGNANO,ARPAE/SAC Modena,,"646092,48522599996","4910643,4454300003"
0803503318,Non contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,627354,4952950
0803402753,Attivata la bonifica,PARMA,PARMA,COMUNE DI PARMA,,605887,4965461
080340401,Certificato,PARMA,TORNOLO,ARPAE/SAC Parma,,549686,4922236
080340275,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,606259,4960865
080350301,Contaminato,REGGIO NELL'EMILIA,QUATTRO CASTELLA,ARPAE/SAC Reggio -Emilia,,625068,4943940
0803503326,Certificato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,COMUNE DI REGGIO EMILIA,,630038,4946506
0803503312,Certificato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,630210,4950934
080370341,Potenzialmente contaminato,BOLOGNA,LOIANO,ARPAE/SAC Bologna,,685543,4904043
080370196,Potenzialmente contaminato,BOLOGNA,CASTEL MAGGIORE,ARPAE/SAC Bologna,,688267,4936703
080370242,Certificato,BOLOGNA,CREVALCORE,ARPAE/SAC Bologna,,680140,4962890
080370391,Certificato,BOLOGNA,MOLINELLA,ARPAE/SAC Bologna,,712384,4945513
080370115,Non contaminato,BOLOGNA,CASALECCHIO DI RENO,ARPAE/SAC Bologna,,680734,4926793
080370082,Bonificato,BOLOGNA,BUDRIO,ARPAE/SAC Bologna,,701689,4934764
0803901489,Non contaminato,RAVENNA,RAVENNA,Provincia di Ravenna - Settore ambiente e suolo,,757762,4922971
080990131,Non contaminato,RIMINI,RICCIONE,ARPAE/SAC Rimini,,791850,4876591
0803901429,Certificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,757903,4927560
0803901427,Attivata la bonifica,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,756311,4923994
0803402731,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,"604074,62848199997","4962607,7058699997"
0804000716,Certificato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,754715,4883007
0804000717,Certificato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,758874,4891720
080370328,Non contaminato,BOLOGNA,IMOLA,ARPAE/SAC Bologna,,715458,4915163
0803703210,Non contaminato,BOLOGNA,IMOLA,ARPAE/SAC Bologna,,715188,4915317
080360211,Potenzialmente contaminato,MODENA,MEDOLLA,ARPAE/SAC Modena,,664709,4968218
080350061,Non contaminato,REGGIO NELL'EMILIA,BRESCELLO,ARPAE/SAC Reggio -Emilia,,617018,4968576
080350202,Certificato,REGGIO NELL'EMILIA,CORREGGIO,ARPAE/SAC Reggio -Emilia,,635196,4959626
080350201,Attivata la bonifica,REGGIO NELL'EMILIA,CORREGGIO,ARPAE/SAC Reggio -Emilia,,644075,4958668
0803700668,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,687396,4932041
080990135,Contaminato,RIMINI,RICCIONE,ARPAE/SAC Rimini,,"790797,06688699999","4878188,49572"
080990111,Certificato,RIMINI,MORCIANO DI ROMAGNA,ARPAE/SAC Rimini,,792543,4868244
080990023,Non contaminato,RIMINI,CATTOLICA,ARPAE/SAC Rimini,,798867,4874625
080990022,Non contaminato,RIMINI,CATTOLICA,ARPAE/SAC Rimini,,800785,4875228
0803402730,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,"606300,68869700003","4961281,2870699996"
0803402718,Da monitorare,PARMA,PARMA,ARPAE/SAC Parma,,598099,4969934
080360161,Certificato,MODENA,FRASSINORO,ARPAE/SAC Modena,,620852,4903818
080360462,Certificato,MODENA,VIGNOLA,ARPAE/SAC Modena,,"660027,13546699996","4927529,7835100004"
0803503319,Non contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,631472,4951472
080400129,Non contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,745463,4901115
080400192,Certificato,FORLI' - CESENA,MELDOLA,ARPAE/SAC Forlì-Cesena,,744639,4887791
080400321,Non contaminato,FORLI' - CESENA,PREDAPPIO,ARPAE/SAC Forlì-Cesena,,739208,4892702
0804001213,Non contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,744500,4902818
080400127,Attivata la bonifica,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,743733,4899484
0804001212,Non contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,749525,4903149
080400033,Non contaminato,FORLI' - CESENA,BERTINORO,ARPAE/SAC Forlì-Cesena,,751864,4891183
080350331,Attivata la bonifica,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,630557,4950101
0803503314,Potenzialmente contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,631979,4949577
0803503315,Certificato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,630727,4954033
0803402736,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,604669,4962932
0803901440,Certificato,RAVENNA,RAVENNA,Provincia di Ravenna - Settore ambiente e suolo,,754932,4923778
0804001219,Certificato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,745348,4898385
0803402771,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,607567,4960158
080350401,Certificato,REGGIO NELL'EMILIA,SCANDIANO,ARPAE/SAC Reggio -Emilia,,634223,4940199
080400124,Certificato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,742320,4899829
080400431,Non contaminato,FORLI' - CESENA,SANTA SOFIA,ARPAE/SAC Forlì-Cesena,,733685,4871324
0804001211,Non contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,743606,4901482
080370118,Non contaminato,BOLOGNA,CASALECCHIO DI RENO,ARPAE/SAC Bologna,,681839,4928082
080370091,Attivata la bonifica,BOLOGNA,CALDERARA DI RENO,ARPAE/SAC Bologna,,678400,4938089
080370193,Attivata la bonifica,BOLOGNA,CASTEL MAGGIORE,ARPAE/SAC Bologna,,687535,4938230
080370471,Attivata la bonifica,BOLOGNA,PIANORO,ARPAE/SAC Bologna,,686890,4919941
080370191,Attivata la bonifica,BOLOGNA,CASTEL MAGGIORE,ARPAE/SAC Bologna,,686716,4936066
0803700655,Attivata la bonifica,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,683552,4930783
0803700664,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,685602,4932585
080390051,Potenzialmente contaminato,RAVENNA,CASOLA VALSENIO,ARPAE/SAC Ravenna,,709943,4900450
080340191,Da monitorare,PARMA,LESIGNANO DE'BAGNI,ARPAE/SAC Parma,,"606248,12390000001","4940571,9287"
080340351,Non contaminato,PARMA,SOLIGNANO,ARPAE/SAC Parma,,577675,4940639
0803700653,Certificato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,688069,4933673
